dataset_item_id,route,latency_ms,total_latency_ms,queueing_time_ms,inference_time_ms,exact_match,ground_truth,answer,job_start_ts,inference_start_ts,inference_end_ts,prompt,number_of_words,number_of_characters,experiment_start_time_ms,experiment_end_time_ms,route_strategy,pattern,device_model,cloud_model
52,device,8119.30,305582.00,297463.00,8119.00,1,"TRUE","True",1764928067443,1764928364906,1764928373025,"Question: can a hammer be used as a weapon
                                        Context: Many martial arts employ the use of common objects as weapons; Filipino martial arts such as Eskrima include practice with machetes, canes, bamboo spears, and knives as a result of the 333 year Spanish colonization that took place in the Philippines which prohibited the ownership and use of standard swords and bladed weapons; Chinese martial arts and some Korean martial arts commonly feature the use of improvised weapons such as fans, hammers and staves. There are even some western martial arts that are based on improvised weapons such as British quarterstaff fighting and Irish stick fighting.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",124,890,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
53,device,5871.20,310462.00,304591.00,5871.00,1,"FALSE","false",1764928068446,1764928373037,1764928378908,"Question: do they still have fox hunts in england
                                        Context: Fox hunting with hounds, as a formalised activity, originated in England in the sixteenth century, in a form very similar to that practised until February 2005, when a law banning the activity in England and Wales came into force. A ban on hunting in Scotland had been passed in 2002, but it continues to be within the law in Northern Ireland and several other countries, including Australia, Canada, France, Ireland and the United States. In Australia, the term also refers to the hunting of foxes with firearms, similar to deer hunting. In much of the world, hunting in general is understood to relate to any game animals or weapons (e.g., deer hunting with bow and arrow); in Britain and Ireland, ``hunting'' without qualification implies fox hunting (or other forms of hunting with hounds--beagling, drag hunting, hunting the clean boot, mink hunting, or stag hunting), as described here.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",175,1189,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
54,device,8620.20,318095.00,309475.00,8620.00,1,"TRUE","True",1764928069447,1764928378922,1764928387542,"Question: can you wear short sleeve shirt with asu jacket
                                        Context: The ASU includes a midnight blue coat and low waist trousers for male soldiers; and a midnight blue coat, slacks and skirt for female soldiers. The fabric for the ASU is heavier and more wrinkle resistant than previously manufactured uniforms and will consist of 55% wool and 45% polyester material. The ASU coat has a tailored, athletic cut to improve uniform fit and appearance. The ASU includes an improved heavier and wrinkle resistant short and long-sleeved white shirt with permanent military creases and shoulder loops. The JROTC version replaces the white shirt with the prototype grey shirt and gold braid is not worn on the blue trousers or on the sleeves of the class A coat. Compared to the Army's previous uniforms, the ASU does not include a garrison cap; soldiers will continue to wear the Army's berets.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",167,1124,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
55,device,3528.20,320628.00,317100.00,3528.00,0,"FALSE","true",1764928070455,1764928387555,1764928391083,"Question: has wisconsin ever been in the little league world series
                                        Context: This is the list of U.S. states that have participated in the Little League World Series. As of the 2018 LLWS, eight states had never reached the LLWS: Alaska, Colorado, Kansas, North Dakota, Utah, Vermont, Wisconsin, and Wyoming; additionally, the District of Columbia has never reached the LLWS.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",78,612,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
56,device,26460.30,346094.00,319634.00,26460.00,0,"FALSE","true",1764928071461,1764928391095,1764928417555,"Question: does damon and elena get together in season 3
                                        Context: In the third season, Damon helps Elena in bringing his brother, Stefan, back to Mystic Falls after Stefan becomes Klaus' henchman. The arrangement transpired after a bargain for his blood that would cure Damon of the werewolf bite he had received from Tyler. At first, he is reluctant to involve Elena in the rescue attempts, employing Alaric Saltzman, Elena's guardian, instead as Klaus does not know that Elena is alive after the sacrifice which frees Klaus' hybrid side. However, Elena involves herself, desperate to find Stefan. Damon, though hesitant at first, is unable to refuse her because of his love for her. He also points out to her that she once turned back from finding Stefan since she knew Damon would be in danger, clearly showing that she also has feelings for him. He tells her that ``when (he) drag(s) (his) brother from the edge to deliver him back to (her), (he) wants her to remember the things (she) felt while he was gone.'' When Stefan finally returns to Mystic Falls, his attitude is different from that of the first and second seasons. This causes a rift between Elena and Stefan whereas the relationship between Damon and Elena becomes closer and more intimate. A still loyal Elena, however, refuses to admit her feelings for Damon. In 'Dangerous Liaisons', Elena, frustrated with her feelings for him, tells Damon that his love for her may be a problem, and that this could be causing all their troubles. This incenses Damon, causing him to revert to the uncaring and reckless Damon seen in the previous seasons. The rocky relationship between the two continues until the sexual tension hits the fan and in a moment of heated passion, Elena -- for the first time in the three seasons -- kisses Damon of her own accord. This kiss finally causes Elena to admit that she loves both brothers and realize that she must ultimately make her choice as her own ancestress, Katherine Pierce, who turned the brothers, once did. In assessment of her feelings for Damon, she states this: ``Damon just sort of snuck up on me. He got under my skin and no matter what I do, I can't shake him.'' In the season finale, a trip designed to get her to safety forces Elena to make her choice: to go to Damon and possibly see him one last time; or to go to Stefan and her friends and see them one last time. She chooses the latter when she calls Damon to tell him her decision. Damon, who is trying to stop Alaric, accepts what she says and she tells him that maybe if she had met Damon before she had met Stefan, her choice may have been different. This statement causes Damon to remember the first night he did meet Elena which was, in fact, the night her parents died - before she had met Stefan. Not wanting anyone to know he was in town and after giving her some advice about life and love, Damon compels her to forget. He remembers this as he fights Alaric and seems accepting of his death when Alaric, whose life line is tied to Elena's, suddenly collapses in his arms. Damon is grief-stricken, knowing that this means that Elena has also died and yells, ``No! You are not dead!'' A heartbroken Damon then goes to the hospital demanding to see Elena when the doctor, Meredith Fell, tells him that she gave Elena vampire blood. The last shot of the season finale episode shows Elena in transition.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",620,3613,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
57,device,8652.60,353761.00,345109.00,8652.00,1,"TRUE","true",1764928072462,1764928417571,1764928426223,"Question: is there a player in the nfl missing a hand
                                        Context: Shaquem Alphonso Griffin /ʃəˈkiːm/ (born July 20, 1995) is an American football linebacker for the Seattle Seahawks of the National Football League (NFL). He is the twin brother of Seahawks cornerback Shaquill Griffin, and both brothers played college football for the University of Central Florida Knights. As an amputee with one hand, Shaquem Griffin received extensive media coverage as a prospective 2018 NFL Draft pick. He was selected as a fifth round pick (141st overall) by the Seahawks on April 28, 2018, reuniting him with Shaquill.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",116,843,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
58,device,2869.80,355637.00,352767.00,2870.00,1,"TRUE","true",1764928073469,1764928426236,1764928429106,"Question: is the other boleyn girl part of a series
                                        Context: The novel was followed by a sequel called The Queen's Fool, set during the reign of Henry's daughter, Queen Mary. The Queen's Fool was followed by The Virgin's Lover, set during the early days of Queen Elizabeth I's reign.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",68,521,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
59,device,6505.40,361146.00,354641.00,6505.00,0,"FALSE","true",1764928074477,1764928429118,1764928435623,"Question: is there a group called the five heartbeats
                                        Context: To promote the film prior to its release, Townsend, along with the other actors who portrayed the fictional musical quartet The Five Heartbeats (Leon Robinson, Michael Wright, Harry J. Lennix, and Tico Wells) performed in a concert with real-life Soul/R&B vocal group The Dells, one of many groups that inspired the film. The Dells sang and recorded the vocals as the actors lip synced.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",92,687,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
60,device,5872.20,366024.00,360152.00,5872.00,1,"TRUE","True",1764928075484,1764928435636,1764928441508,"Question: is mount everest a part of the himalayas
                                        Context: The Himalayan range has many of the Earth's highest peaks, including the highest, Mount Everest. The Himalayas include over fifty mountains exceeding 7,200 metres (23,600 ft) in elevation, including ten of the fourteen 8,000-metre peaks. By contrast, the highest peak outside Asia (Aconcagua, in the Andes) is 6,961 metres (22,838 ft) tall.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",80,638,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
61,device,8102.10,373131.00,365029.00,8102.00,0,"FALSE","true",1764928076492,1764928441521,1764928449623,"Question: can an emt-basic start an iv
                                        Context: EMT-I/85 is a level of EMT-I training formulated by the National Registry of Emergency Medical Technicians in 1985. This training level includes more invasive procedures than are covered at the EMT-Basic level, including IV therapy, the use of advanced airway devices, and provides for advanced assessment skills. The EMT-I/85 typically administered the same medications as an EMT-B (oxygen, oral glucose, activated charcoal, epinephrine auto-injectors (EpiPens), nitroglycerin, and metered-dose inhalers such as albuterol). However, in some states they were also allowed to administer naloxone, D50, and glucagon. Like all other EMT levels, their scope of practice was governed by the state and/or their Medical Director.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",130,1008,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
62,device,2874.80,375016.00,372141.00,2875.00,0,"FALSE","true",1764928077494,1764928449635,1764928452510,"Question: has no 1 court at wimbledon got a roof
                                        Context: In April 2013, the All England Club confirmed its intention to build a retractable roof over No.1 Court. The roof is expected to be in place for the 2019 Championships.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",59,464,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
63,device,6536.50,380555.00,374018.00,6537.00,1,"FALSE","false",1764928078504,1764928452522,1764928459059,"Question: has anyone come back from 3-0 in the nba finals
                                        Context: The following is the list of teams to overcome 3--1 series deficits by winning three straight games to win a best-of-seven playoff series. In the history of major North American pro sports, teams that were down 3--1 in the series came back and won the series 52 times, more than half of them were accomplished by National Hockey League (NHL) teams. Teams overcame 3--1 deficit in the final championship round eight times, six were accomplished by Major League Baseball (MLB) teams in the World Series. Teams overcoming 3--0 deficit by winning four straight games were accomplished five times, four times in the NHL and once in MLB.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",137,936,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
64,device,6786.40,386353.00,379566.00,6787.00,1,"TRUE","true",1764928079505,1764928459071,1764928465858,"Question: do radio waves travel at the speed of light
                                        Context: Radio waves are a type of electromagnetic radiation with wavelengths in the electromagnetic spectrum longer than infrared light. Radio waves have frequencies as high as 300 gigahertz (GHz) to as low as 30 hertz (Hz). At 300 GHz, the corresponding wavelength is 1 mm, and at 30 Hz is 10,000 km. Like all other electromagnetic waves, radio waves travel at the speed of light. They are generated by electric charges undergoing acceleration, such as time varying electric currents. Naturally occurring radio waves are emitted by lightning and astronomical objects.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",118,861,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
65,device,2928.90,388294.00,385365.00,2929.00,1,"TRUE","true",1764928080506,1764928465871,1764928468800,"Question: did anyone from the 1980 us hockey team play in the nhl
                                        Context: Of the 20 players on Team USA, 13 eventually played in the NHL. Five of them went on to play over 500 NHL games, and three would play over 1,000 NHL games.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",64,468,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
66,device,4907.70,392205.00,387297.00,4908.00,1,"TRUE","true",1764928081514,1764928468811,1764928473719,"Question: do all triangles have at least two acute angles
                                        Context: An acute triangle is a triangle with all three angles acute (less than 90°). An obtuse triangle is one with one obtuse angle (greater than 90°) and two acute angles. Since a triangle's angles must sum to 180°, no triangle can have more than one obtuse angle.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",76,563,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
67,device,6392.00,397608.00,391216.00,6392.00,1,"TRUE","True",1764928082516,1764928473732,1764928480124,"Question: is baylor and mary hardin baylor the same school
                                        Context: The University of Mary Hardin--Baylor (UMHB) is a Christian co-educational institution of higher learning located in Belton, Texas, United States. UMHB was chartered by the Republic of Texas in 1845 as Baylor Female College, the female department of what is now Baylor University. It has since become its own institution and grown to 3,914 students and awards degrees at the baccalaureate, master's, and doctoral levels. It is affiliated with the Baptist General Convention of Texas.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",104,789,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
68,device,4658.50,401274.00,396616.00,4658.00,1,"FALSE","false",1764928083522,1764928480138,1764928484796,"Question: can you get the death penalty as a minor
                                        Context: Capital punishment for juveniles in the United States existed until March 1, 2005, when the U.S. Supreme Court banned it in Roper v. Simmons.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",53,439,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
69,device,6137.00,406413.00,400276.00,6137.00,1,"FALSE","false",1764928084532,1764928484808,1764928490945,"Question: did indian football team qualified for fifa 2018
                                        Context: India has never participated in the FIFA World Cup, although the team did qualify by default for the 1950 World Cup after all the other nations in their qualification group withdrew. However, India withdrew prior to the beginning of the tournament. The team has also appeared three times in the Asia's top football competition, the AFC Asian Cup. Their best result in the competition occurred in 1964 when the team finished as runners-up. India also participate in the SAFF Championship, the top regional football competition in South Asia. They have won the tournament six times since it began in 1993.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",128,909,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
70,device,10918.80,416342.00,405423.00,10919.00,1,"TRUE","true",1764928085534,1764928490957,1764928501876,"Question: are t rex and tyrannosaurus rex the same
                                        Context: Tyrannosaurus is a genus of coelurosaurian theropod dinosaur. The species Tyrannosaurus rex (rex meaning ``king'' in Latin), often colloquially called simply T. rex or T-Rex, is one of the most well-represented of the large theropods. Tyrannosaurus lived throughout what is now western North America, on what was then an island continent known as Laramidia. Tyrannosaurus had a much wider range than other tyrannosaurids. Fossils are found in a variety of rock formations dating to the Maastrichtian age of the upper Cretaceous Period, 68 to 66 million years ago. It was the last known member of the tyrannosaurids, and among the last non-avian dinosaurs to exist before the Cretaceous--Paleogene extinction event.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",138,1012,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
71,device,2966.60,418312.00,415346.00,2966.00,1,"TRUE","true",1764928086543,1764928501889,1764928504855,"Question: is the old panama canal still in use
                                        Context: The new locks opened for commercial traffic on 26 June 2016, and the first ship to cross the canal using the third set of locks was a modern New Panamax vessel, the Chinese-owned container ship Cosco Shipping Panama. The original locks, now over 100 years old, allow engineers greater access for maintenance, and are projected to continue operating indefinitely.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",87,656,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
72,device,6356.20,423681.00,417325.00,6356.00,0,"TRUE","False",1764928087543,1764928504868,1764928511224,"Question: do you need a pal to possess ammunition
                                        Context: A possession and acquisition licence is a licence that allows individuals in Canada to possess and acquire firearms as well as ammunition. Licences are typically valid for five years and must be renewed prior to expiry to maintain all classes. If an individual possessing a PAL is convicted of certain offences, a PAL can be revoked. If an individual does not renew their PAL prior to its expiration date or if they have their PAL revoked, they must legally dispose of any firearms in their possession. A licence for prohibited firearms can be issued to qualifying businesses, and very rarely to individuals (firearms they own, as the gun laws changed over time.) Previous convictions for serious violent, drug or weapons offences almost invariably result in the denial of the application.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",158,1086,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
73,device,4572.20,427257.00,422685.00,4572.00,0,"FALSE","true",1764928088552,1764928511237,1764928515809,"Question: do blue and pink cotton candy taste the same
                                        Context: Typically, once spun, cotton candy is only marketed by color. Absent a clear name other than 'blue', the distinctive taste of the blue raspberry flavor mix has gone on to become a compound flavor that some other foods (gum, ice cream, rock candy, fluoride toothpaste) occasionally borrow (``cotton-candy flavored ice cream'') to invoke the nostalgia of cotton candy that people typically only get to experience on vacation or holidays. Pink bubble gum went through a similar transition from specific branded product to a generic flavor that transcended the original confection, and 'bubble gum flavor' often shows up in the same product categories as 'cotton candy flavor'.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",135,975,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
74,device,2451.90,428714.00,426262.00,2452.00,1,"TRUE","true",1764928089560,1764928515822,1764928518274,"Question: did to kill a mockingbird win an academy award
                                        Context: The film received overwhelmingly positive reviews from critics and was a box-office success, earning more than six times its budget. The film won three Academy Awards, including Best Actor for Peck, and was nominated for eight, including Best Picture.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",68,555,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
75,device,3491.40,431211.00,427719.00,3492.00,1,"TRUE","True",1764928090566,1764928518285,1764928521777,"Question: is there such a thing as a floating island
                                        Context: A floating island is a mass of floating aquatic plants, mud, and peat ranging in thickness from several centimetres to a few metres. Floating islands are a common natural phenomenon that are found in many parts of the world. They exist less commonly as a man-made phenomenon. Floating islands are generally found on marshlands, lakes, and similar wetland locations, and can be many hectares in size.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",95,699,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
76,device,4646.30,434865.00,430219.00,4646.00,1,"TRUE","true",1764928091570,1764928521789,1764928526435,"Question: do female ferrets die if they don't mate
                                        Context: Males, if not neutered, are extremely musky. It is considered preferable to delay neutering until sexual maturity has been reached, at approximately six to eight months old, after the full descent of the testicles. Neutering the male will reduce the smell to almost nothing. The same applies for females, but spaying them is also important for their own health. Unless they are going to be used for breeding purposes, female ferrets will go into extended heat. A female that does not mate can die of aplastic anemia without medical intervention. It is possible to use a vasectomised male to take a female out of heat.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",133,915,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
77,device,7295.20,441162.00,433867.00,7295.00,1,"FALSE","false",1764928092580,1764928526447,1764928533742,"Question: will all xbox 360 games work on xbox one
                                        Context: The Xbox One gaming console has received updates from Microsoft since its launch in 2013 that enable it to play select games from its two predecessor consoles, Xbox and Xbox 360. On June 15, 2015, backward compatibility with supported Xbox 360 games became available to eligible Xbox Preview program users with a beta update to the Xbox One system software. The dashboard update containing backward compatibility was released publicly on November 12, 2015. On October 24, 2017, another such update added games from the original Xbox library. The following is a list of all backward compatible games on Xbox One under this functionality.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",132,934,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
78,device,4953.70,445119.00,440165.00,4954.00,0,"FALSE","True",1764928093590,1764928533755,1764928538709,"Question: is there a right and left brachiocephalic artery
                                        Context: There is no brachiocephalic artery for the left side of the body. The left common carotid, and the left subclavian artery, come directly off the aortic arch. However, there are two brachiocephalic veins.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",61,509,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
79,device,7587.50,451714.00,444126.00,7588.00,1,"TRUE","true",1764928094595,1764928538721,1764928546309,"Question: do the runners up on survivor win money
                                        Context: The Sole Survivor receives a cash prize of $1,000,000 prior to taxes and sometimes also receives a car provided by the show's sponsor. Every player receives a prize for participating on Survivor depending on how long he or she lasts in the game. In most seasons, the runner-up receives $100,000, and third place wins $85,000. All other players receive money on a sliding scale, though specific amounts have rarely been made public. Sonja Christopher, the first player voted off of Survivor: Borneo, received $2,500. In Survivor: Fiji, the first season with tied runners-up, the two runners-up received US$100,000 each, and Yau-Man Chan received US$60,000 for his fourth-place finish. All players also receive an additional $10,000 for their appearance on the reunion show.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",150,1069,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
80,device,3559.30,454276.00,450717.00,3559.00,0,"FALSE","true",1764928095604,1764928546321,1764928549880,"Question: is there a sequel to love finds a home
                                        Context: Love Finds a Home is a Christian drama film, the eighth and final installment based on a series of books by Janette Oke. It aired on Hallmark Channel on September 5, 2009. The film is based on the book Love Finds a Home by Janette Oke. Sarah Jones, Haylie Duff, and Jordan Bridges reprise their roles from Love Takes Wing.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",89,618,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
81,device,5280.80,458565.00,453284.00,5281.00,0,"FALSE","true",1764928096609,1764928549893,1764928555174,"Question: will there be a second season of 11.22.63
                                        Context: When asked about developing a sequel series, King stated ``I'd love to revisit Jake and Sadie, and also revisit the rabbit hole that dumps people into the past, but sometimes it's best not to go back for a second helping.''.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",68,523,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
82,device,4687.00,462263.00,457576.00,4687.00,1,"TRUE","True",1764928097610,1764928555186,1764928559873,"Question: are there nuclear power plants in the us
                                        Context: Nuclear power in the United States is provided by 99 commercial reactors with a net capacity of 100,350 megawatts (MW), 65 pressurized water reactors and 34 boiling water reactors. In 2016 they produced a total of 805.3 terawatt-hours of electricity, which accounted for 19.7% of the nation's total electric energy generation. In 2016, nuclear energy comprised nearly 60 percent of U.S. emission-free generation.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",91,710,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
83,device,9337.50,470611.00,461273.00,9338.00,0,"FALSE","true",1764928098612,1764928559885,1764928569223,"Question: is there a tiebreaker in final set at wimbledon
                                        Context: The tiebreak is sometimes not employed for the final set of a match and an advantage set is used instead. Therefore, the deciding set must be played until one player or team has won two more games than the opponent. This is true in three of the four major tennis championships, all except the US Open where a tiebreak is played even in the deciding set (fifth set for the men, third set for the women) at 6--6. A tiebreak is not played in the deciding set in the other three majors -- the Australian Open, the French Open, and Wimbledon. (When the tiebreak was first introduced at Wimbledon in 1971, it was invoked at 8--8 rather than 6--6.) The US Open holds ``Super Saturday'' where the two men's semi-finals are played along with the women's final on the second Saturday of the event; therefore a tie-break is more prudent where player rest and scheduling is more important.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",187,1182,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
84,device,9307.80,478927.00,469619.00,9308.00,1,"TRUE","True",1764928099616,1764928569235,1764928578543,"Question: were the twin towers the world trade center
                                        Context: The original World Trade Center was a large complex of seven buildings in Lower Manhattan, New York City, United States. It featured the landmark Twin Towers, which opened on April 4, 1973 and were destroyed in 2001 during the September 11 attacks. At the time of their completion, the Twin Towers -- the original 1 World Trade Center, at 1,368 feet (417 m); and 2 World Trade Center, at 1,362 feet (415.1 m) -- were the tallest buildings in the world. Other buildings in the complex included the Marriott World Trade Center (3 WTC), 4 WTC, 5 WTC, 6 WTC, and 7 WTC. The complex was located in New York City's Financial District and contained 13,400,000 square feet (1,240,000 m) of office space.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",151,996,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
85,device,7919.70,485851.00,477931.00,7920.00,0,"FALSE","true",1764928100624,1764928578555,1764928586475,"Question: did deion sanders ever win a world series
                                        Context: Sanders played football primarily at cornerback, but also as a kick returner, punt returner, and occasionally wide receiver. He played in the National Football League (NFL) for the Atlanta Falcons, the San Francisco 49ers, the Dallas Cowboys, the Washington Redskins and the Baltimore Ravens, winning the Super Bowl with both the 49ers and the Cowboys. An outfielder in baseball, he played professionally for the New York Yankees, the Atlanta Braves, the Cincinnati Reds and the San Francisco Giants, and participated in the 1992 World Series with the Braves. He attended Florida State University, where he was recognized as a two-time All-American in football, and also played baseball and ran track.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",138,1000,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
86,device,11786.90,496644.00,484857.00,11787.00,1,"TRUE","true",1764928101630,1764928586487,1764928598274,"Question: is a german shepard the same as an alsatian
                                        Context: The German Shepherd (German: Deutscher Schäferhund, German pronunciation: (ˈʃɛːfɐˌhʊnt)) is a breed of medium to large-sized working dog that originated in Germany. The breed's officially recognized name is German Shepherd Dog in the English language (sometimes abbreviated as GSD). The breed is known as the Alsatian in Britain and Ireland. The German Shepherd is a relatively new breed of dog, with their origin dating to 1899. As part of the Herding Group, German Shepherds are working dogs developed originally for herding sheep. Since that time however, because of their strength, intelligence, trainability, and obedience, German Shepherds around the world are often the preferred breed for many types of work, including disability assistance, search-and-rescue, police and military roles, and even acting. The German Shepherd is the second-most registered breed by the American Kennel Club and seventh-most registered breed by The Kennel Club in the United Kingdom.
                                        Instructions: Answer with ONLY the word ""true"" or ""false"". Do not provide any explanation or additional text.
                                        Answer:",174,1273,1764928013073,1764931239281,always_device,once-per-sec,onnx-community/Qwen3-4B-ONNX,qwen/qwen3-4b:free
